"","ANONID","SUBJECT","CATALOG_NBR","GRD_PTS_PER_UNIT","GPAO","DIV","ANON_INSTR_ID","TERM"
"67941",179429,"BIOLOGY",305,3.7,3.647727273,"S",3604,122
"67942",179446,"BIOLOGY",305,1,2.869354839,"S",651,106
"67943",179493,"BIOLOGY",305,2.7,3.674117647,"S",3604,83
"67944",179496,"BIOLOGY",305,2.7,3.695522388,"S",2399,84
"67945",179513,"BIOLOGY",305,2.3,3.671028037,"S",3604,110
"67946",179534,"BIOLOGY",305,0,3.055714286,"S",2399,84
"67947",179536,"BIOLOGY",305,0,2.138679245,"S",3604,98
"67948",179536,"BIOLOGY",305,1,2.716923077,"S",2399,79
"67949",179536,"BIOLOGY",305,1.3,3.119512195,"S",3604,73
"67950",179536,"BIOLOGY",305,1.7,3,"S",3604,88
"67951",179545,"BIOLOGY",305,3,3.493333333,"S",3604,115
"67952",179546,"BIOLOGY",305,3,3.570786517,"S",3604,103
"67953",179561,"BIOLOGY",305,2.3,2.963636364,"S",3604,127
"67954",179562,"BIOLOGY",305,2.7,3.695145631,"S",3604,131
"67955",179568,"BIOLOGY",305,3,3.421686747,"S",2399,89
"67956",179604,"BIOLOGY",305,1.7,2.445238095,"S",2399,79
"67957",179623,"BIOLOGY",305,3.3,3.25,"S",2399,89
"67958",179641,"BIOLOGY",305,3.3,3.179310345,"S",3604,127
"67959",179647,"BIOLOGY",305,0,3.113953488,"S",3604,83
"67960",179657,"BIOLOGY",305,2,2.15625,"S",3604,103
"67961",179708,"BIOLOGY",305,4,3.837113402,"S",3604,115
"67962",179713,"BIOLOGY",305,3.3,3.736065574,"S",3604,68
"67963",179717,"BIOLOGY",305,0,2.3671875,"S",3604,122
"67964",179717,"BIOLOGY",305,1.7,2.492982456,"S",3604,118
"67965",179803,"BIOLOGY",305,2.7,3.33515625,"S",3604,131
"67966",179810,"BIOLOGY",305,0,2.260638298,"S",3604,131
"67967",179820,"BIOLOGY",305,1.7,3.266666667,"S",3604,115
"67968",179825,"BIOLOGY",305,3.3,3.569014085,"S",3604,130
"67969",179834,"BIOLOGY",305,2.7,3.28,"S",2399,84
"67970",179849,"BIOLOGY",305,2.3,3.222413793,"S",3604,103
"67971",179865,"BIOLOGY",305,3.7,3.750847458,"S",3604,115
"67972",179871,"BIOLOGY",305,2.7,3.297222222,"S",3604,64
"67973",179891,"BIOLOGY",305,3.7,3.24494382,"S",3604,111
"67974",179905,"BIOLOGY",305,2.7,3.620588235,"S",3604,68
"67975",179905,"BIOLOGY",305,0,3.40173913,"S",3604,69
"67976",179927,"BIOLOGY",305,3,3.361538462,"S",3604,107
"67977",180007,"BIOLOGY",305,3.3,3.119626168,"S",3604,102
"67978",180008,"BIOLOGY",305,0,3.076271186,"S",3604,73
"67979",180014,"BIOLOGY",305,3.3,3.588541667,"S",3604,135
"67980",180081,"BIOLOGY",305,0,2.8,"S",3604,123
"67981",180092,"BIOLOGY",305,3.3,3.777192982,"S",3604,122
"67982",180181,"BIOLOGY",305,2,3.102173913,"S",3604,69
"67983",180194,"BIOLOGY",305,2.7,3.78,"S",3604,73
"67984",180214,"BIOLOGY",305,3.3,3.609302326,"S",3604,130
"67985",180216,"BIOLOGY",305,0,2.242574257,"S",3604,111
"67986",180288,"BIOLOGY",305,1.7,3.282105263,"S",3604,130
"67987",180292,"BIOLOGY",305,3,3.581538462,"S",3604,134
"67988",180293,"BIOLOGY",305,0,2.298,"S",2399,79
"67989",180293,"BIOLOGY",305,0,2.852941176,"S",3604,74
"67990",180293,"BIOLOGY",305,0,2.521052632,"S",3604,69
"67991",180295,"BIOLOGY",305,2.3,2.96547619,"S",3604,131
"67992",180297,"BIOLOGY",305,0,2.9,"S",3604,102
"67993",180309,"BIOLOGY",305,2.7,3.4,"S",3604,107
"67994",180315,"BIOLOGY",305,2,2.898734177,"S",3604,69
"67995",180329,"BIOLOGY",305,2.7,3.559649123,"S",3604,135
"67996",180335,"BIOLOGY",305,3,3.77125,"S",3604,102
"67997",180339,"BIOLOGY",305,2,2.880208333,"S",3604,73
"67998",180350,"BIOLOGY",305,3.7,3.73559322,"S",3604,88
"67999",180407,"BIOLOGY",305,4,3.858695652,"S",3604,118
"68000",180454,"BIOLOGY",305,2.7,3.056666667,"S",3604,103
"68001",180463,"BIOLOGY",305,4,3.723469388,"S",3604,119
"68002",180476,"BIOLOGY",305,3.3,3.47027027,"S",3604,98
"68003",180486,"BIOLOGY",305,2,2.902631579,"S",3604,64
"68004",180490,"BIOLOGY",305,2,2.4,"S",3604,130
"68005",180501,"BIOLOGY",305,1.7,3.36744186,"S",3604,115
"68006",180529,"BIOLOGY",305,1.7,3.004285714,"S",3604,135
"68007",180532,"BIOLOGY",305,2,3.125333333,"S",3604,93
"68008",180545,"BIOLOGY",305,2.7,3.565432099,"S",2399,89
"68009",180576,"BIOLOGY",305,2.3,3.642105263,"S",3604,127
"68010",180579,"BIOLOGY",305,2,2.631081081,"S",3604,122
"68011",180596,"BIOLOGY",305,2,3.174509804,"S",3604,118
"68012",180599,"BIOLOGY",305,1.7,2.885294118,"S",3604,134
"68013",180625,"BIOLOGY",305,1.7,3.245918367,"S",3604,114
"68014",180639,"BIOLOGY",305,2,3.456470588,"S",3604,63
"68015",180672,"BIOLOGY",305,3.3,3.688679245,"S",3604,119
"68016",180672,"BIOLOGY",305,3,3.533018868,"S",3604,123
"68017",180691,"BIOLOGY",305,4,3.723584906,"S",3604,115
"68018",180705,"BIOLOGY",305,3,3.226229508,"S",3604,83
"68019",180809,"BIOLOGY",305,3,2.8,"S",3604,93
"68020",180822,"BIOLOGY",305,1,2.811111111,"S",3604,94
"68021",180828,"BIOLOGY",305,4,3.7125,"S",2399,84
"68022",180852,"BIOLOGY",305,2.7,3.333333333,"S",3604,123
"68023",180866,"BIOLOGY",305,4,3.815492958,"S",3604,115
"68024",180875,"BIOLOGY",305,3.3,3.396363636,"S",3604,68
"68025",180881,"BIOLOGY",305,3,3.651388889,"S",3604,88
"68026",180903,"BIOLOGY",305,4,3.777192982,"S",3604,73
"68027",180978,"BIOLOGY",305,3,3.548888889,"S",2399,89
"68028",180996,"BIOLOGY",305,3,3.567142857,"S",3604,69
"68029",181031,"BIOLOGY",305,3,3.220408163,"S",3604,119
"68030",181044,"BIOLOGY",305,4,3.822666667,"S",3604,126
"68031",181058,"BIOLOGY",305,1.7,3.106666667,"S",3604,94
"68032",181123,"BIOLOGY",305,2,3.309375,"S",3604,135
"68033",181135,"BIOLOGY",305,4,3.947887324,"S",2399,84
"68034",181144,"BIOLOGY",305,4,3.698550725,"S",3604,88
"68035",181146,"BIOLOGY",305,4,3.943103448,"S",3604,135
"68036",181161,"BIOLOGY",305,2,3.478947368,"S",3604,126
"68037",181210,"BIOLOGY",305,2.7,3.24025974,"S",3604,94
"68038",181215,"BIOLOGY",305,4,3.966666667,"S",2399,84
"68039",181222,"BIOLOGY",305,3,3.553409091,"S",3604,122
"68040",181227,"BIOLOGY",305,3.7,3.508974359,"S",3604,115
"68041",181237,"BIOLOGY",305,3,2.903053435,"S",3604,135
"68042",181270,"BIOLOGY",305,2.7,3.475581395,"S",3604,126
"68043",181333,"BIOLOGY",305,3.3,3.63047619,"S",3604,111
"68044",181335,"BIOLOGY",305,3.3,3.784848485,"S",3604,114
"68045",181349,"BIOLOGY",305,3,3.128205128,"S",2399,89
"68046",181367,"BIOLOGY",305,2,2.910526316,"S",3604,103
"68047",181381,"BIOLOGY",305,3,3.558333333,"S",3604,135
"68048",181398,"BIOLOGY",305,2.7,3.624096386,"S",2399,89
"68049",181439,"BIOLOGY",305,1,2.946376812,"S",3604,102
"68050",181443,"BIOLOGY",305,3,5.8,"S",3604,88
"68051",181474,"BIOLOGY",305,4,3.484,"S",3604,122
"68052",181476,"BIOLOGY",305,4,3.823255814,"S",2399,84
"68053",181485,"BIOLOGY",305,2.3,3.383018868,"S",3604,107
"68054",181499,"BIOLOGY",305,4,3.548,"S",3604,122
"68055",181514,"BIOLOGY",305,3.3,3.804444444,"S",651,106
"68056",181523,"BIOLOGY",305,0,2.508035714,"S",3604,122
"68057",181541,"BIOLOGY",305,3,3.607142857,"S",3604,135
"68058",181555,"BIOLOGY",305,1,2.628169014,"S",3604,123
"68059",181556,"BIOLOGY",305,3.7,3.727586207,"S",3604,83
"68060",181643,"BIOLOGY",305,2.7,3.520535714,"S",3604,119
"68061",181646,"BIOLOGY",305,2,3.142857143,"S",3604,115
"68062",181652,"BIOLOGY",305,3.7,3.84516129,"S",3604,88
"68063",181657,"BIOLOGY",305,1,3.315,"S",3604,88
"68064",181661,"BIOLOGY",305,1.7,2.984146341,"S",3604,115
"68065",181684,"BIOLOGY",305,3.7,3.93974359,"S",3604,123
"68066",181708,"BIOLOGY",305,2,3.230188679,"S",3604,69
"68067",181746,"BIOLOGY",305,3.7,3.931707317,"S",2399,79
"68068",181750,"BIOLOGY",305,2,3.047747748,"S",3604,118
"68069",181767,"BIOLOGY",305,0,2.892682927,"S",3604,118
"68070",181830,"BIOLOGY",305,2.3,2.919047619,"S",3604,102
"68071",181852,"BIOLOGY",305,3,3.551724138,"S",3604,119
"68072",181926,"BIOLOGY",305,1.7,3.180172414,"S",3604,131
"68073",181966,"BIOLOGY",305,4,3.934065934,"S",3604,130
"68074",181982,"BIOLOGY",305,2.7,3.625862069,"S",3604,68
"68075",182018,"BIOLOGY",305,3,3.471428571,"S",3604,107
"68076",182039,"BIOLOGY",305,0,2.532432432,"S",2399,84
"68077",182039,"BIOLOGY",305,0,2.519277108,"S",3604,78
"68078",182039,"BIOLOGY",305,0,2.937931034,"S",3604,73
"68079",182045,"BIOLOGY",305,2.3,3.071052632,"S",3604,83
"68080",182060,"BIOLOGY",305,2.3,3.226086957,"S",3604,107
"68081",182081,"BIOLOGY",305,3.7,3.487254902,"S",3604,88
"68082",182089,"BIOLOGY",305,3.3,3.548780488,"S",3604,103
"68083",182110,"BIOLOGY",305,2.3,3.293421053,"S",3604,73
"68084",182230,"BIOLOGY",305,0,2.676388889,"S",651,106
"68085",182264,"BIOLOGY",305,3.7,3.963302752,"S",3604,68
"68086",182312,"BIOLOGY",305,3,3.581,"S",3604,94
"68087",182328,"BIOLOGY",305,1.7,2.786206897,"S",3604,126
"68088",182328,"BIOLOGY",305,1.7,2.785714286,"S",3604,119
"68089",182338,"BIOLOGY",305,2.7,3.448529412,"S",651,106
"68090",182359,"BIOLOGY",305,2.3,3.030555556,"S",2399,79
"68091",182398,"BIOLOGY",305,3.7,3.845360825,"S",3604,131
"68092",182406,"BIOLOGY",305,3,3.525333333,"S",3604,131
"68093",182487,"BIOLOGY",305,3.7,3.707692308,"S",2399,79
"68094",182488,"BIOLOGY",305,0,3.272222222,"S",3604,73
"68095",182503,"BIOLOGY",305,1.3,2.246226415,"S",3604,88
"68096",182524,"BIOLOGY",305,4,3.803614458,"S",3604,63
"68097",182537,"BIOLOGY",305,3.7,3.679310345,"S",2399,84
"68098",182558,"BIOLOGY",305,4,3.834343434,"S",3604,119
"68099",182584,"BIOLOGY",305,3,3.678082192,"S",3604,115
"68100",182586,"BIOLOGY",305,2,3.140384615,"S",3604,64
"68101",182587,"BIOLOGY",305,2,3.25754717,"S",3604,130
"68102",182636,"BIOLOGY",305,3,3.63,"S",3604,107
"68103",182638,"BIOLOGY",305,3.7,3.457291667,"S",3604,78
"68104",182698,"BIOLOGY",305,3,3.855357143,"S",3604,127
"68105",182801,"BIOLOGY",305,4,3.883870968,"S",3604,135
"68106",182848,"BIOLOGY",305,4,4,"S",3604,126
"68107",182887,"BIOLOGY",305,3,3.678571429,"S",3604,126
"68108",182930,"BIOLOGY",305,0,2.656190476,"S",3604,118
"68109",182932,"BIOLOGY",305,1,2.71,"S",3604,83
"68110",182959,"BIOLOGY",305,2.7,4,"S",3604,99
"68111",182959,"BIOLOGY",305,3.7,3.794736842,"S",3604,103
"68112",182982,"BIOLOGY",305,4,3.867391304,"S",3604,99
"68113",183001,"BIOLOGY",305,3,3.58,"S",3604,68
"68114",183020,"BIOLOGY",305,2.3,2.629310345,"S",3604,69
"68115",183026,"BIOLOGY",305,3.7,3.835135135,"S",3604,69
"68116",183032,"BIOLOGY",305,2.7,3.464473684,"S",3604,83
"68117",183041,"BIOLOGY",305,1,3.247619048,"S",3604,123
"68118",183060,"BIOLOGY",305,3.7,3.905797101,"S",2399,89
"68119",183073,"BIOLOGY",305,1,2.177777778,"S",3604,78
"68120",183107,"BIOLOGY",305,3,3.46031746,"S",3604,135
"68121",183116,"BIOLOGY",305,1.7,3.210294118,"S",3604,131
"68122",183138,"BIOLOGY",305,2.7,3.408088235,"S",2399,79
"68123",183139,"BIOLOGY",305,2.3,3.404761905,"S",3604,83
"68124",183146,"BIOLOGY",305,2.7,3.65915493,"S",3604,111
"68125",183194,"BIOLOGY",305,2,2.977027027,"S",3604,69
"68126",183194,"BIOLOGY",305,0,3.038157895,"S",3604,63
"68127",183201,"BIOLOGY",305,0,2.220779221,"S",2399,89
"68128",183232,"BIOLOGY",305,3.3,3.598780488,"S",3604,114
"68129",183275,"BIOLOGY",305,3,3.638834951,"S",3604,99
"68130",183278,"BIOLOGY",305,1,2.97037037,"S",2399,84
"68131",183290,"BIOLOGY",305,2,3.406756757,"S",3604,102
"68132",183293,"BIOLOGY",305,3.7,3.842105263,"S",3604,134
"68133",183318,"BIOLOGY",305,4,3.926,"S",3604,126
"68134",183357,"BIOLOGY",305,3.3,3.794444444,"S",3604,88
"68135",183388,"BIOLOGY",305,2,2.751020408,"S",3604,103
"68136",183388,"BIOLOGY",305,1,2.89,"S",3604,102
"68137",183401,"BIOLOGY",305,3.3,3.815384615,"S",3604,103
"68138",183412,"BIOLOGY",305,2.3,3.142857143,"S",3604,73
"68139",183421,"BIOLOGY",305,0.7,3.045945946,"S",3604,78
"68140",183436,"BIOLOGY",305,2.7,3.565277778,"S",3604,107
"68141",183443,"BIOLOGY",305,2.7,3.046511628,"S",2399,79
"68142",183451,"BIOLOGY",305,3.7,3.54047619,"S",3604,115
"68143",183469,"BIOLOGY",305,0,2.480833333,"S",3604,68
"68144",183476,"BIOLOGY",305,0,2.729113924,"S",3604,130
"68145",183483,"BIOLOGY",305,1,3.053703704,"S",3604,134
"68146",183519,"BIOLOGY",305,1.7,2.718681319,"S",3604,64
"68147",183524,"BIOLOGY",305,2,2.694814815,"S",3604,73
"68148",183524,"BIOLOGY",305,2.3,2.966666667,"S",3604,64
"68149",183529,"BIOLOGY",305,3.7,3.129268293,"S",651,106
"68150",183600,"BIOLOGY",305,2,2.728333333,"S",3604,107
"68151",183602,"BIOLOGY",305,3.7,3.13956044,"S",3604,68
"68152",183603,"BIOLOGY",305,4,3.656140351,"S",2399,84
"68153",183648,"BIOLOGY",305,3.3,3.818181818,"S",3604,107
"68154",183650,"BIOLOGY",305,3,3.695522388,"S",2399,79
"68155",183654,"BIOLOGY",305,3,3.598333333,"S",3604,78
"68156",183712,"BIOLOGY",305,2,2.538983051,"S",3604,126
"68157",183720,"BIOLOGY",305,1.7,2.593518519,"S",3604,127
"68158",183720,"BIOLOGY",305,1.7,2.724096386,"S",3604,126
"68159",183785,"BIOLOGY",305,4,3.90952381,"S",3604,135
"68160",183855,"BIOLOGY",305,2.3,3.315238095,"S",3604,114
"68161",183860,"BIOLOGY",305,4,3.968085106,"S",3604,135
"68162",183869,"BIOLOGY",305,3.7,3.909090909,"S",2399,84
"68163",183891,"BIOLOGY",305,3,3.346666667,"S",3604,68
"68164",183956,"BIOLOGY",305,3,3.139047619,"S",3604,78
"68165",183967,"BIOLOGY",305,2.7,3.015384615,"S",3604,114
"68166",183972,"BIOLOGY",305,3.3,3.390825688,"S",3604,102
"68167",183978,"BIOLOGY",305,4,4,"S",3604,115
"68168",183982,"BIOLOGY",305,0,2.995918367,"S",3604,103
"68169",183988,"BIOLOGY",305,2.3,3.497115385,"S",3604,126
"68170",184002,"BIOLOGY",305,2.3,4.01875,"S",3604,73
"68171",184024,"BIOLOGY",305,2.3,3.009375,"S",3604,63
"68172",184048,"BIOLOGY",305,1.7,3.131481481,"S",3604,64
"68173",184073,"BIOLOGY",305,3.7,3.618309859,"S",3604,103
"68174",184108,"BIOLOGY",305,2,2.616483516,"S",3604,102
"68175",184136,"BIOLOGY",305,3,3.69137931,"S",3604,102
"68176",184141,"BIOLOGY",305,4,3.73375,"S",3604,130
"68177",184173,"BIOLOGY",305,3.3,3.839705882,"S",2399,89
"68178",184188,"BIOLOGY",305,4,3.709433962,"S",3604,123
"68179",184193,"BIOLOGY",305,0,2.847169811,"S",3604,110
"68180",184216,"BIOLOGY",305,2,3.43164557,"S",3604,64
"68181",184238,"BIOLOGY",305,1,2.70859375,"S",3604,115
"68182",184246,"BIOLOGY",305,3,3.501265823,"S",3604,126
"68183",184261,"BIOLOGY",305,2,2.944262295,"S",3604,103
"68184",184277,"BIOLOGY",305,3,3.728947368,"S",3604,93
"68185",184286,"BIOLOGY",305,3.7,3.887878788,"S",3604,111
"68186",184325,"BIOLOGY",305,3.3,3.136842105,"S",3604,135
"68187",184388,"BIOLOGY",305,0,3.011842105,"S",3604,69
"68188",184427,"BIOLOGY",305,4,3.838461538,"S",3604,131
"68189",184437,"BIOLOGY",305,1.7,3.261481481,"S",3604,122
"68190",184437,"BIOLOGY",305,2.3,3.160869565,"S",3604,126
"68191",184458,"BIOLOGY",305,1.3,2.9015625,"S",3604,107
"68192",184518,"BIOLOGY",305,3.7,3.047826087,"S",3604,99
"68193",184520,"BIOLOGY",305,2.3,3.510891089,"S",3604,119
"68194",184582,"BIOLOGY",305,2.7,3.368493151,"S",3604,69
"68195",184587,"BIOLOGY",305,2.7,3.396747967,"S",3604,68
"68196",184594,"BIOLOGY",305,2,3.673109244,"S",3604,78
"68197",184594,"BIOLOGY",305,2.3,3.44625,"S",2399,79
"68198",184634,"BIOLOGY",305,3.7,3.855357143,"S",3604,99
"68199",184701,"BIOLOGY",305,4,3.951851852,"S",3604,83
"68200",184707,"BIOLOGY",305,2.3,2.828712871,"S",3604,73
"68201",184710,"BIOLOGY",305,3,3.508641975,"S",3604,68
"68202",184731,"BIOLOGY",305,4,3.595588235,"S",3604,107
"68203",184784,"BIOLOGY",305,2.7,3.44122807,"S",2399,89
"68204",184791,"BIOLOGY",305,4,3.594339623,"S",3604,103
"68205",184845,"BIOLOGY",305,3.3,3.622222222,"S",2399,79
"68206",184850,"BIOLOGY",305,1.7,3.673451327,"S",3604,107
"68207",184889,"BIOLOGY",305,0,2.777272727,"S",3604,83
"68208",184916,"BIOLOGY",305,2,3.235714286,"S",2399,89
"68209",184919,"BIOLOGY",305,3.3,3.361403509,"S",3604,93
"68210",184927,"BIOLOGY",305,1.7,3.171111111,"S",3604,114
"68211",184934,"BIOLOGY",305,4,3.616666667,"S",3604,115
"68212",184944,"BIOLOGY",305,3.7,3.607407407,"S",3604,69
"68213",184950,"BIOLOGY",305,2,2.513513514,"S",3604,83
"68214",184953,"BIOLOGY",305,3,3.180701754,"S",3604,123
"68215",184977,"BIOLOGY",305,1.7,3.258695652,"S",3604,93
"68216",185102,"BIOLOGY",305,3,3.366326531,"S",3604,131
"68217",185109,"BIOLOGY",305,4,3.720512821,"S",3604,123
"68218",185116,"BIOLOGY",305,0,2.536641221,"S",2399,89
"68219",185116,"BIOLOGY",305,2,2.313953488,"S",2399,84
"68220",185154,"BIOLOGY",305,3.7,3.490196078,"S",3604,107
"68221",185174,"BIOLOGY",305,3,3.527536232,"S",3604,93
"68222",185178,"BIOLOGY",305,2,2.931343284,"S",3604,126
"68223",185227,"BIOLOGY",305,3.3,3.398717949,"S",3604,131
"68224",185246,"BIOLOGY",305,3,3.220588235,"S",3604,88
"68225",185290,"BIOLOGY",305,3,3.482222222,"S",3604,110
"68226",185293,"BIOLOGY",305,2.3,3.28,"S",3604,98
"68227",185365,"BIOLOGY",305,3.3,4.05,"S",3604,110
"68228",185365,"BIOLOGY",305,3.3,4.016,"S",3604,111
"68229",185379,"BIOLOGY",305,2.3,3.265909091,"S",3604,119
"68230",185385,"BIOLOGY",305,2,3.926732673,"S",3604,107
"68231",185418,"BIOLOGY",305,0,2.102777778,"S",3604,88
"68232",185438,"BIOLOGY",305,3.3,3.595555556,"S",3604,115
"68233",185470,"BIOLOGY",305,4,3.931818182,"S",3604,134
"68234",185493,"BIOLOGY",305,2.3,3.503508772,"S",3604,114
"68235",185494,"BIOLOGY",305,3.7,3.74,"S",3604,134
"68236",185541,"BIOLOGY",305,3.3,3.55,"S",3604,131
"68237",185548,"BIOLOGY",305,2.3,3.141935484,"S",3604,99
"68238",185574,"BIOLOGY",305,2,3.069565217,"S",3604,134
"68239",185600,"BIOLOGY",305,3,3.591397849,"S",3604,99
"68240",185600,"BIOLOGY",305,1.7,3.95,"S",3604,98
"68241",185603,"BIOLOGY",305,3,3.46,"S",3604,78
"68242",185622,"BIOLOGY",305,3.3,3.565384615,"S",3604,111
"68243",185643,"BIOLOGY",305,2,3.018987342,"S",3604,107
"68244",185684,"BIOLOGY",305,4,3.582828283,"S",3604,134
"68245",185748,"BIOLOGY",305,2.7,3.764835165,"S",3604,99
"68246",185761,"BIOLOGY",305,2,2.828712871,"S",3604,103
"68247",185790,"BIOLOGY",305,3.3,3.279310345,"S",3604,68
"68248",185810,"BIOLOGY",305,1.7,3.184210526,"S",2399,84
"68249",185832,"BIOLOGY",305,3.3,3.5,"S",3604,78
"68250",185840,"BIOLOGY",305,2,2.910416667,"S",3604,69
"68251",185841,"BIOLOGY",305,0,2.732758621,"S",3604,123
"68252",185846,"BIOLOGY",305,3,3.58018018,"S",3604,115
"68253",185849,"BIOLOGY",305,4,3.722580645,"S",3604,135
"68254",185874,"BIOLOGY",305,1.7,2.942857143,"S",3604,111
"68255",185876,"BIOLOGY",305,3.7,3.6171875,"S",3604,64
"68256",185888,"BIOLOGY",305,4,3.688679245,"S",3604,127
"68257",185925,"BIOLOGY",305,3.7,3.869662921,"S",3604,130
"68258",185959,"BIOLOGY",305,2,3.337333333,"S",3604,131
"68259",185975,"BIOLOGY",305,1.3,2.851879699,"S",3604,118
"68260",185978,"BIOLOGY",305,0,2.926315789,"S",3604,74
"68261",185978,"BIOLOGY",305,1,2.914117647,"S",3604,78
"68262",185991,"BIOLOGY",305,0,2.271428571,"S",3604,119
"68263",186001,"BIOLOGY",305,3,3.351219512,"S",3604,63
"68264",186031,"BIOLOGY",305,2.3,2.969166667,"S",3604,114
"68265",186067,"BIOLOGY",305,4,3.414285714,"S",3604,122
"68266",186084,"BIOLOGY",305,3.3,3.534117647,"S",2399,84
"68267",186098,"BIOLOGY",305,2,3.381481481,"S",3604,135
"68268",186104,"BIOLOGY",305,2.3,2.767692308,"S",3604,74
"68269",186104,"BIOLOGY",305,1.3,2.9088,"S",3604,73
"68270",186116,"BIOLOGY",305,2.3,3.55443038,"S",3604,123
"68271",186166,"BIOLOGY",305,3.7,3.635802469,"S",3604,130
"68272",186217,"BIOLOGY",305,3,3.543283582,"S",651,106
"68273",186222,"BIOLOGY",305,3.7,3.550588235,"S",3604,122
"68274",186234,"BIOLOGY",305,3,3.581927711,"S",3604,102
"68275",186248,"BIOLOGY",305,3,3.603636364,"S",3604,94
"68276",186271,"BIOLOGY",305,3,3.147311828,"S",3604,126
"68277",186302,"BIOLOGY",305,2.7,3.523529412,"S",3604,98
"68278",186342,"BIOLOGY",305,1.7,2.972222222,"S",3604,69
"68279",186361,"BIOLOGY",305,3,3.541,"S",3604,135
"68280",186375,"BIOLOGY",305,4,3.70625,"S",3604,69
"68281",186381,"BIOLOGY",305,0,2.546956522,"S",3604,94
"68282",186383,"BIOLOGY",305,0,2.922018349,"S",3604,98
"68283",186390,"BIOLOGY",305,2,3.506410256,"S",3604,135
"68284",186417,"BIOLOGY",305,3,3.38852459,"S",3604,134
"68285",186432,"BIOLOGY",305,4,3.766197183,"S",3604,135
"68286",186448,"BIOLOGY",305,2.7,3.560674157,"S",2399,84
"68287",186460,"BIOLOGY",305,3.7,3.793243243,"S",3604,110
"68288",186470,"BIOLOGY",305,2,3.646,"S",651,106
"68289",186483,"BIOLOGY",305,2.7,3.379310345,"S",3604,107
"68290",186486,"BIOLOGY",305,3.3,3.490909091,"S",3604,107
"68291",186516,"BIOLOGY",305,1,3.029411765,"S",2399,89
"68292",186531,"BIOLOGY",305,2,3.159649123,"S",3604,102
"68293",186545,"BIOLOGY",305,4,4,"S",3604,110
"68294",186547,"BIOLOGY",305,3,3.607407407,"S",2399,79
"68295",186573,"BIOLOGY",305,2.3,3.562376238,"S",3604,99
"68296",186574,"BIOLOGY",305,2.3,2.747222222,"S",3604,130
"68297",186582,"BIOLOGY",305,2.7,3.46031746,"S",2399,84
"68298",186661,"BIOLOGY",305,4,3.97032967,"S",3604,74
"68299",186666,"BIOLOGY",305,2.7,2.963636364,"S",3604,93
"68300",186677,"BIOLOGY",305,0,3.452808989,"S",3604,115
"68301",186720,"BIOLOGY",305,3,3.227586207,"S",3604,102
"68302",186737,"BIOLOGY",305,1,3.065517241,"S",2399,79
"68303",186769,"BIOLOGY",305,3,3.765714286,"S",3604,102
"68304",186783,"BIOLOGY",305,3,3.630769231,"S",3604,135
"68305",186819,"BIOLOGY",305,2.7,3.479865772,"S",3604,94
"68306",186823,"BIOLOGY",305,0,2.636486486,"S",3604,107
"68307",186904,"BIOLOGY",305,3.7,3.771028037,"S",3604,64
"68308",186918,"BIOLOGY",305,4,4.021111111,"S",3604,131
"68309",186964,"BIOLOGY",305,3.4,3.762184874,"S",3604,68
"68310",186986,"BIOLOGY",305,2.7,3.503947368,"S",3604,127
"68311",187015,"BIOLOGY",305,2.3,3.557692308,"S",651,106
"68312",187026,"BIOLOGY",305,1,2.608888889,"S",3604,115
"68313",187033,"BIOLOGY",305,2.7,3.281034483,"S",3604,93
"68314",187033,"BIOLOGY",305,2.3,3.461764706,"S",2399,89
"68315",187087,"BIOLOGY",305,2.3,2.887755102,"S",3604,127
"68316",187090,"BIOLOGY",305,3,3.550943396,"S",3604,88
"68317",187092,"BIOLOGY",305,2.7,3.053932584,"S",3604,88
"68318",187097,"BIOLOGY",305,4,3.825423729,"S",3604,78
"68319",187130,"BIOLOGY",305,4,3.523287671,"S",3604,88
"68320",187146,"BIOLOGY",305,2,3.298630137,"S",3604,93
"68321",187174,"BIOLOGY",305,1.7,2.584782609,"S",3604,107
"68322",187174,"BIOLOGY",305,0,2.835185185,"S",651,106
"68323",187208,"BIOLOGY",305,0,2.661538462,"S",3604,103
"68324",187210,"BIOLOGY",305,1.3,3.235897436,"S",3604,134
"68325",187210,"BIOLOGY",305,3,3.142857143,"S",3604,135
"68326",187275,"BIOLOGY",305,3.7,3.751282051,"S",3604,69
"68327",187336,"BIOLOGY",305,3,3.716363636,"S",3604,88
"68328",187366,"BIOLOGY",305,2,3.082786885,"S",3604,69
"68329",187387,"BIOLOGY",305,0,2.67,"S",3604,114
"68330",187410,"BIOLOGY",305,2.3,3.312676056,"S",651,106
"68331",187456,"BIOLOGY",305,2.3,3.198550725,"S",3604,135
"68332",187459,"BIOLOGY",305,2,2.879674797,"S",3604,111
"68333",187488,"BIOLOGY",305,3.7,3.642465753,"S",3604,114
"68334",187492,"BIOLOGY",305,4,3.832,"S",3604,126
"68335",187514,"BIOLOGY",305,3,3.444347826,"S",651,106
"68336",187538,"BIOLOGY",305,3.3,3.755882353,"S",3604,130
"68337",187590,"BIOLOGY",305,3.3,3.576767677,"S",2399,89
"68338",187601,"BIOLOGY",305,1,2.739495798,"S",3604,107
"68339",187615,"BIOLOGY",305,2.7,3.832432432,"S",651,106
"68340",187628,"BIOLOGY",305,3,3.364179104,"S",3604,115
"68341",187671,"BIOLOGY",305,3,3.78317757,"S",3604,83
