"","st_id","female","ethniccode_cat","firstgen","international","transfer","lowincomeflag","numgrade","cum_prior_gpa","gpao","crs_name","crs_section","admit_gpa","n_section"
"14669","f21f",1,0,1,0,1,0,3.7,NA,3.91,"MATH100",201610,4,908
"14670","19a6",1,2,0,0,0,0,4,3.62,3.85,"MATH100",201810,4.16,884
"14671","de21",1,2,0,0,0,1,3.3,3.48,3.82,"MATH100",201703,4.05,537
"14672","3057",1,0,1,0,0,0,2.3,2.79,2.54,"MATH100",201803,4.08,584
"14673","c3d2",1,2,0,0,0,0,3,2.96,3.11,"CHEM201",201810,4.33,149
"14674","2791",1,0,1,0,0,0,2.7,2.69,2.99,"MATH100",201910,4.13,1005
"14675","81b3",1,2,0,0,0,0,2.3,2.77,3.35,"BIO300",201801,4.31,730
"14676","f6a1",1,1,0,0,1,0,2,2.98,2.87,"BIO300",201803,3.29,749
"14677","b24f",1,1,1,0,0,0,2,2.74,NA,"MATH100",201701,4.27,475
"14678","6fda",1,0,0,0,0,0,1.3,3.27,2.76,"MATH100",201903,4.15,456
"14679","e413",1,0,0,0,0,0,3.3,3.67,3.99,"MATH100",201703,4.13,537
"14680","2983",1,1,0,0,0,1,3.3,3.19,3.34,"MATH100",201810,4.07,884
"14681","18c2",1,2,1,0,0,1,3.3,3.07,3.89,"BIO300",201801,4.13,730
"14682","dda5",0,2,1,0,0,1,2.3,2.88,3.36,"EVOL305",201910,4.4,384
"14683","70dd",0,0,0,0,0,0,4,3.96,4,"MATH100",201903,4.32,456
"14684","5fc0",1,2,0,0,1,0,3,2.48,2.3,"BIO300",201910,3.64,642
"14685","3bd3",1,2,0,0,0,0,3,3.56,3.3,"BIO300",201910,4.26,642
"14686","ee9a",1,2,1,0,0,0,2.7,3.13,3.29,"EVOL305",201910,4.08,384
"14687","747f",0,0,0,0,0,0,4,3.83,3.56,"MATH100",201910,4.3,1005
"14688","c3ef",0,1,0,0,0,0,4,3.92,4,"MATH100",201803,4.3,584
"14689","ee1a",1,2,0,0,0,0,4,3.4,3.63,"BIO300",201901,3.91,818
"14690","174b",0,0,1,0,1,0,2.7,NA,2.24,"CHEM201",201610,3.2,155
"14691","7d8d",1,0,0,0,0,0,3,3.57,3.05,"MATH100",201903,4.34,456
"14692","548b",1,1,1,0,1,0,3,2.79,3.5,"MATH100",201901,3.49,575
"14693","8754",1,2,1,0,1,1,3,3.09,1.7,"BIO300",201610,3.76,652
"14694","b230",1,2,0,0,1,0,2.3,NA,2.52,"BIO300",201710,3.13,599
"14695","d63d",0,0,0,0,0,0,2.3,3.45,2.35,"BIO300",201703,4.13,665
"14696","bb6c",1,2,0,0,0,0,4,3.9,3.5,"BIO300",201903,4.27,575
"14697","cfc5",1,2,0,0,0,0,4,3.72,3.89,"MATH100",201701,4.33,475
"14698","420b",1,0,0,0,1,0,1,3.22,2.22,"BIO300",201703,3.44,665
"14699","ec50",1,0,1,0,1,0,1.7,2.34,2.5,"BIO300",201803,3.26,749
"14700","f3fb",1,1,1,0,0,1,2.7,2.32,3.19,"BIO300",201901,3.95,818
"14701","3e01",1,1,0,0,0,1,2.3,3.36,3.64,"MATH100",201910,4.28,1005
"14702","c0ae",1,2,1,0,1,1,3,NA,3.1,"MATH100",201610,3.83,908
"14703","311d",1,2,1,0,0,1,3,3.31,2.85,"EVOL305",201901,3.77,191
"14704","d23a",1,0,0,0,1,0,3,NA,3.77,"BIO300",201810,3.6,664
"14705","2fc7",1,2,0,0,0,0,3,3.02,3.34,"BIO300",201701,4.12,624
"14706","560d",0,0,1,0,1,0,3.7,NA,3.86,"BIO300",201910,3.59,642
"14707","ad15",1,0,0,0,0,0,4,3.97,4,"MATH100",201801,4.26,539
"14708","d2ba",1,1,1,0,0,1,1,2.84,3,"BIO300",201703,3.9,665
"14709","0d14",1,2,0,0,0,0,4,4,3.86,"MATH100",201810,4.28,884
"14710","3471",1,0,1,0,0,0,4,3.16,3.49,"BIO300",201801,4,730
"14711","ec00",1,2,0,0,0,0,4,3.9,3.83,"EVOL305",201910,4.18,384
"14712","1d57",1,2,1,0,0,1,2.3,2.84,2.15,"BIO300",201710,3.86,599
"14713","abb4",0,1,0,0,0,0,4,3.64,4,"BIO300",201803,4.09,749
"14714","5050",1,2,0,0,0,0,2.3,2.43,2.15,"BIO300",201801,3.92,730
"14715","c1c5",0,2,1,0,0,1,4,3.32,4,"MATH100",201703,4,537
"14716","635a",1,1,1,0,1,0,2,2.35,2,"BIO300",201703,2.98,665
"14717","e9dc",0,1,1,0,0,1,2.7,3.06,2.99,"MATH100",201710,4.27,935
"14718","ffc4",0,0,1,0,0,0,4,3.64,3.77,"MATH100",201901,4.12,575
"14719","8991",0,1,1,0,0,0,3.3,3.34,2.64,"MATH100",201910,4.38,1005
"14720","2da7",1,0,0,0,0,0,4,3.78,4,"BIO300",201810,4.05,664
"14721","e329",1,2,0,0,1,0,2,2.83,2.76,"BIO300",201610,3.48,652
"14722","a8c3",0,2,1,0,0,1,4,3.86,3.42,"MATH100",201703,4.25,537
"14723","7035",1,1,1,0,0,1,2.7,2.6,2.37,"MATH100",201901,4.18,575
"14724","dfc9",1,2,1,0,0,1,4,3.2,3.63,"BIO300",201903,4.3,575
"14725","9906",1,2,0,0,0,0,3,3.33,2.93,"BIO300",201610,4.16,652
"14726","2655",1,0,0,0,0,0,4,3.7,3.86,"BIO300",201703,4.31,665
"14727","6fa4",0,1,1,0,0,1,2,3.43,4,"MATH100",201610,4.31,908
"14728","d612",0,1,0,0,0,0,2,2.8,2.56,"BIO300",201610,4.2,652
"14729","581d",1,1,1,0,1,0,3,2.54,2.95,"EVOL305",201910,3.75,384
"14730","f609",0,1,1,0,0,0,1.3,2.15,2.23,"MATH100",201703,3.92,537
"14731","6b37",1,0,0,0,0,0,2,2.88,2.34,"BIO300",201701,3.54,624
"14732","570a",0,2,0,0,1,0,1.7,2.28,1.85,"EVOL305",201810,2.96,321
"14733","8189",1,1,1,0,1,1,0,2.98,3.35,"EVOL305",201901,3.1,191
"14734","711a",1,2,1,0,0,1,3.3,3.38,3.86,"BIO300",201801,4.18,730
"14735","cc36",1,2,1,0,0,1,3.7,3.23,2.83,"MATH100",201901,4.3,575
"14736","f607",1,0,0,0,0,0,3.3,3.47,3.64,"BIO300",201803,4.25,749
"14737","a64c",0,0,0,0,0,0,3.3,3.55,3.77,"BIO300",201901,4.36,818
"14738","f6e9",1,0,0,0,0,0,3.3,3.34,3.47,"EVOL305",201903,4.13,233
"14739","a42b",1,0,0,0,0,0,4,3.86,4,"BIO300",201803,4.31,749
"14740","6d75",1,2,0,1,0,0,3,3.7,3.69,"CHEM201",201710,3.77,119
"14741","546c",1,1,0,0,1,0,3.7,NA,4,"MATH100",201710,4,935
"14742","2c39",1,2,0,0,0,0,4,3.74,4,"BIO300",201701,4.3,624
"14743","31af",1,1,1,0,0,1,1.3,2.49,2.04,"MATH100",201901,4.1,575
"14744","509d",0,2,0,1,0,0,1.3,2.28,1.33,"MATH100",201910,4,1005
"14745","9162",1,2,1,0,1,1,2.3,2.5,2.7,"BIO300",201801,3.19,730
"14746","520a",1,0,0,0,0,0,2.7,3.41,3.28,"CHEM201",201910,4.21,143
"14747","7bae",0,1,1,0,0,0,3.3,3.7,3.27,"BIO300",201901,3.91,818
"14748","cf77",1,1,1,0,0,0,2.3,3.13,3.73,"BIO300",201901,4,818
"14749","5a4b",1,1,1,0,1,1,3,2.78,2.41,"BIO300",201901,3.25,818
"14750","7e57",1,2,0,1,1,0,3.3,NA,3.58,"BIO300",201910,3.79,642
"14751","556a",1,2,0,0,1,1,0,NA,3.3,"BIO300",201610,2.97,652
"14752","b71a",1,2,0,1,0,0,4,3.96,4,"MATH100",201810,3.72,884
"14753","aa63",1,2,0,0,1,0,3.7,3.3,3.49,"MATH100",201710,3.43,935
"14754","1efe",1,1,1,0,0,1,2,2.96,3.14,"BIO300",201610,3.83,652
"14755","3554",1,2,0,0,0,0,3,3.19,3.89,"BIO300",201710,4.21,599
"14756","5383",1,2,0,0,0,0,3,3.77,3.69,"BIO300",201903,4.09,575
"14757","77cb",1,2,0,0,0,0,2.7,2.72,3.19,"BIO300",201703,4.07,665
"14758","d6ec",1,0,0,0,0,0,3.7,3.9,3.85,"BIO300",201703,4.36,665
"14759","51b1",0,2,0,0,1,0,1.7,NA,1.7,"MATH100",201610,3.53,908
"14760","92a6",1,0,0,0,1,0,1.7,NA,3.29,"MATH100",201710,3.06,935
"14761","ff7a",1,2,0,0,0,0,1.7,2.87,2.16,"MATH100",201910,4.14,1005
"14762","ed4f",1,2,0,1,0,0,3.7,3.71,2.7,"BIO300",201901,4,818
"14763","182c",0,0,0,0,1,0,3,NA,3.35,"MATH100",201610,3.18,908
"14764","154c",0,0,0,0,0,0,3.7,3.32,3.78,"BIO300",201903,4.31,575
"14765","d5f1",0,0,1,0,1,1,2.3,NA,2.86,"MATH100",201910,3.22,1005
"14766","9fc9",1,2,0,0,0,1,4,3.23,3.33,"MATH100",201901,4,575
"14767","3d6e",1,2,0,0,0,0,2.3,3.01,2.95,"MATH100",201610,4.17,908
"14768","f3de",1,2,1,0,0,0,3,3.23,3.88,"BIO300",201801,4,730
"14769","1f15",1,2,1,0,1,1,3,3.16,1.7,"BIO300",201903,3.04,575
"14770","7eef",1,1,0,0,1,0,0,2.45,2,"BIO300",201903,3.32,575
"14771","b8c1",1,1,1,0,0,1,2,2.04,3.55,"BIO300",201801,3.42,730
"14772","ee40",1,2,0,0,0,0,3.3,3.05,3.15,"BIO300",201610,4.31,652
"14773","21bb",1,1,1,0,1,0,2.3,NA,2.8,"MATH100",201610,3.3,908
"14774","84fe",1,0,0,0,0,0,4,3.33,3.36,"BIO300",201903,4.3,575
"14775","6f2b",0,2,0,1,0,0,3.3,3.35,2.85,"MATH100",201701,3.85,475
"14776","907a",1,2,0,0,0,0,4,3.74,2.95,"MATH100",201910,4.04,1005
"14777","8084",1,0,1,0,1,1,3,NA,3.13,"MATH100",201910,2.98,1005
"14778","d923",1,2,0,0,0,0,2,2.97,2.34,"MATH100",201801,4,539
"14779","e7a5",1,0,1,0,0,1,3.3,2.98,2,"MATH100",201801,3.79,539
"14780","5809",0,0,1,0,1,0,3.3,3.03,3.5,"BIO300",201801,3.21,730
"14781","e606",1,0,1,0,0,0,4,2.72,3.38,"BIO300",201803,4.15,749
"14782","b16c",0,2,0,0,0,0,2.3,3.3,0.84,"BIO300",201703,3.85,665
"14783","b003",0,2,1,1,0,0,4,3.55,3.89,"MATH100",201803,4.36,584
"14784","5ce3",1,0,0,0,0,0,3.7,3.06,3.48,"MATH100",201903,4.3,456
"14785","6ab1",0,0,1,0,1,0,2.3,2.91,3.5,"EVOL305",201801,2.97,233
"14786","a429",1,2,0,0,0,0,4,3.7,4,"BIO300",201910,4,642
"14787","1fa8",1,2,1,0,0,1,2.7,2.65,3.78,"BIO300",201703,4.1,665
"14788","f10b",0,2,0,1,1,0,0.7,3.05,3.3,"MATH100",201701,3.08,475
"14789","1485",1,0,0,0,1,0,2,2.87,2.83,"BIO300",201710,3.18,599
"14790","201d",1,2,0,0,0,0,2.7,3.23,2.7,"BIO300",201701,4.22,624
"14791","f893",1,2,0,0,0,0,4,3.61,4,"EVOL305",201910,4.23,384
"14792","d0df",0,0,0,0,0,0,3.7,3.36,3.99,"MATH100",201703,4.19,537
"14793","bc9f",1,1,1,0,0,1,2.7,4,3.46,"MATH100",201810,4.3,884
"14794","c355",0,0,0,0,1,0,3,3.47,3.3,"BIO300",201710,3.46,599
"14795","cd85",0,0,0,0,0,0,3.7,3.54,2.85,"EVOL305",201610,3.95,173
"14796","1736",0,1,1,0,1,1,2.3,2.69,3.65,"CHEM201",201810,3.35,149
"14797","4644",1,2,0,0,0,1,4,3.43,3.89,"BIO300",201901,4.04,818
"14798","bac8",1,2,1,0,1,0,2,2.87,3.13,"BIO300",201710,3.4,599
"14799","1f85",1,0,0,0,0,0,4,3.97,4,"BIO300",201901,4.04,818
"14800","e811",0,1,0,0,0,0,3.3,2.64,3.99,"BIO300",201810,3.86,664
"14801","8fad",1,1,1,0,0,1,2,2.86,3.5,"BIO300",201910,4.16,642
"14802","d113",0,2,1,0,1,0,1,2.22,2.3,"BIO300",201703,3.15,665
"14803","0671",1,0,0,0,0,0,3.3,3.7,3.44,"MATH100",201610,4.12,908
"14804","43d5",1,2,0,1,0,0,4,3.96,4,"MATH100",201710,3.6,935
"14805","58b0",1,2,0,0,0,0,4,3.93,3.09,"MATH100",201810,4,884
"14806","b800",1,2,0,0,0,0,3.7,2.91,3.7,"MATH100",201610,4.08,908
"14807","72e0",1,1,1,0,0,1,3.3,2.68,2.73,"MATH100",201610,4.27,908
"14808","caa0",1,1,1,0,0,1,2,2.57,2.3,"MATH100",201710,4,935
"14809","34ac",1,0,1,0,1,0,2.3,3.23,2.7,"MATH100",201803,3.55,584
"14810","06ab",0,2,0,0,1,0,2,2.16,1.7,"EVOL305",201810,2.85,321
"14811","592d",1,1,1,0,0,1,3.7,3.09,2.99,"BIO300",201803,4.1,749
"14812","4953",1,2,1,0,0,1,3.7,3.85,3.57,"BIO300",201701,4.36,624
"14813","293c",1,0,1,0,1,0,2,2.65,2.99,"BIO300",201803,3.48,749
"14814","17f7",1,0,0,0,0,0,3.3,3.03,2.1,"BIO300",201610,4.04,652
"14815","1be8",0,1,1,0,0,1,2,2.96,3.35,"MATH100",201901,3.71,575
"14816","16fc",0,1,1,0,0,0,2,3.3,2.6,"EVOL305",201801,4.04,233
"14817","8c17",1,2,0,0,0,0,3,3.15,3.64,"BIO300",201801,4.13,730
"14818","0afd",0,1,1,0,0,1,1.7,2.7,2.68,"BIO300",201810,4.25,664
"14819","756b",1,1,1,0,0,0,3.3,3.43,3.55,"MATH100",201803,4,584
"14820","c6c2",1,2,1,0,0,0,2.7,3.13,2.67,"BIO300",201701,4.18,624
"14821","c63a",1,0,0,0,0,0,2,3.23,3.65,"CHEM201",201910,3.73,143
"14822","f757",1,0,0,0,0,0,4,3.13,3.16,"MATH100",201901,4.29,575
"14823","946f",1,0,0,0,0,0,3.7,3.29,4,"BIO300",201901,4.2,818
"14824","14f6",1,2,0,0,0,0,3.3,2.75,3.47,"MATH100",201810,3.95,884
"14825","5560",1,2,1,0,0,1,1.3,3.42,2.54,"BIO300",201810,4.2,664
"14826","d6f1",1,0,0,0,0,0,3.7,3.68,3.1,"MATH100",201910,4.2,1005
"14827","dfa7",1,2,1,0,1,0,2.7,NA,3,"MATH100",201610,3.43,908
"14828","b130",1,2,0,0,0,0,3.7,3.95,3.7,"MATH100",201701,4.4,475
"14829","8f98",1,2,0,1,0,0,2.3,2.17,2.15,"MATH100",201803,3.82,584
"14830","6657",1,2,0,0,0,0,1.7,2.94,3,"CHEM201",201710,3.95,119
"14831","8da0",1,0,1,0,0,0,2.3,2.9,3.61,"BIO300",201701,3.87,624
"14832","6906",1,2,0,0,1,0,1.3,2.17,2.29,"BIO300",201801,3.22,730
"14833","cf53",1,0,0,0,0,0,4,3.29,4,"MATH100",201703,4.22,537
"14834","3d31",0,2,0,0,1,1,3,NA,3.15,"MATH100",201710,2.98,935
"14835","7a62",1,2,0,0,1,0,2.7,3.16,3.27,"BIO300",201701,3.22,624
"14836","a93f",1,1,1,0,1,0,0,2.43,1.74,"BIO300",201701,3,624
"14837","25ae",1,0,0,0,0,0,1.7,2.48,1.99,"MATH100",201703,4.2,537
"14838","9b43",0,2,0,0,0,0,3.3,2.35,2.56,"MATH100",201803,3.88,584
"14839","3239",1,2,0,1,0,0,3.3,3.13,3,"MATH100",201901,4,575
"14840","874e",1,1,0,0,1,1,0.7,3.09,2.5,"BIO300",201901,3.32,818
"14841","81e9",1,1,0,0,1,0,1.3,1.87,3.82,"BIO300",201901,3.14,818
"14842","0f28",1,1,0,0,0,0,0,2.78,1.28,"BIO300",201703,4.14,665
"14843","bb78",1,1,0,0,0,0,2,2.73,3.24,"BIO300",201803,4.04,749
"14844","4836",1,2,1,1,0,1,2.3,3.37,1.99,"BIO300",201903,3.78,575
"14845","8dc3",0,2,0,0,0,0,3.7,3.36,3.63,"MATH100",201710,3.58,935
"14846","d374",1,2,0,0,0,0,3.7,3.12,4,"BIO300",201810,4.04,664
"14847","200b",0,0,0,0,1,0,3.7,3.15,2.91,"BIO300",201701,3.44,624
"14848","76a4",0,2,1,1,1,0,4,NA,3.43,"MATH100",201610,3.95,908
"14849","22d7",0,2,1,0,0,1,3,3.38,3.38,"BIO300",201610,4.09,652
"14850","d4c3",1,0,0,0,0,0,4,3.7,3.9,"MATH100",201801,4.36,539
"14851","5c89",1,0,1,0,1,1,2.7,NA,3.49,"MATH100",201710,3.46,935
"14852","b1c6",0,2,1,0,0,0,3,3.89,3.99,"BIO300",201803,3.38,749
"14853","a2e1",1,0,1,0,0,0,3.3,NA,2.95,"BIO300",201610,4.25,652
"14854","0295",1,0,0,0,0,0,3.7,3.46,3.83,"MATH100",201901,4.11,575
"14855","c46f",1,2,0,0,0,0,3,3.22,3.31,"BIO300",201710,3.87,599
"14856","e6d0",0,2,0,0,1,1,2,2.44,3.13,"EVOL305",201801,3.51,233
"14857","0441",1,2,0,1,0,0,1,3.02,3.3,"BIO300",201610,3.8,652
"14858","fabc",0,1,0,0,1,0,1.7,2.42,3.77,"BIO300",201810,3.1,664
"14859","74dd",0,2,0,1,0,0,4,3.61,3.33,"MATH100",201801,3.4,539
"14860","56b4",0,2,1,0,1,1,2.7,NA,2.35,"MATH100",201610,3.29,908
"14861","0e30",1,0,0,0,1,0,2.7,2.53,2.86,"EVOL305",201610,2.98,173
"14862","0a99",1,0,0,0,0,0,3.7,3.95,3.69,"MATH100",201810,4.33,884
"14863","badf",1,2,0,0,0,0,3,3.26,3.43,"BIO300",201803,4.15,749
"14864","d10e",1,1,0,0,0,0,4,3.43,4,"EVOL305",201910,4,384
"14865","602c",1,2,0,0,0,0,4,3.9,3.68,"MATH100",201901,4.29,575
"14866","57ca",0,0,1,0,1,0,3.7,NA,4,"BIO300",201710,3.79,599
"14867","14f5",1,1,1,0,1,1,4,3.82,4,"BIO300",201803,3.92,749
"14868","a837",1,0,0,0,0,0,4,4,4,"BIO300",201903,4.38,575
"14869","0970",1,2,0,0,0,0,4,3.9,4,"MATH100",201910,4.29,1005
"14870","131b",0,0,0,0,0,0,4,4,4,"MATH100",201703,4.33,537
"14871","7985",0,1,1,0,0,1,2,2.59,2.7,"MATH100",201710,4.03,935
"14872","3baf",1,0,0,0,1,0,3,3.29,3.25,"MATH100",201801,3.25,539
"14873","301f",1,2,0,0,0,0,3.3,3.08,2.63,"BIO300",201710,4.2,599
"14874","6c90",1,2,1,0,0,1,3,3.72,3.85,"BIO300",201610,4.22,652
"14875","62cf",1,2,1,0,0,0,1.7,2.75,2.47,"EVOL305",201801,3.85,233
"14876","0e2c",1,1,0,0,0,0,3,3.81,3.56,"MATH100",201610,4.04,908
"14877","322a",1,2,0,0,0,0,2.3,3.26,3.88,"BIO300",201703,3.95,665
"14878","a028",1,2,0,0,0,1,2.7,3.04,3.64,"MATH100",201903,3.55,456
"14879","38d3",1,2,1,0,1,0,0,1.44,0.34,"BIO300",201703,2.97,665
"14880","cc5d",1,0,0,0,0,0,4,4,4,"MATH100",201801,4.36,539
"14881","18cb",0,1,1,0,0,0,3,3.26,3.3,"MATH100",201801,3.85,539
"14882","3b11",1,0,0,0,1,0,3,3.37,3.2,"BIO300",201801,3.46,730
"14883","aac6",1,2,1,0,0,0,3,2.73,3.15,"BIO300",201801,4.08,730
"14884","0dbd",1,0,0,0,0,0,3,3.41,2.92,"BIO300",201803,4.03,749
"14885","1d3d",1,1,1,0,1,1,2,NA,2.84,"MATH100",201810,3.5,884
"14886","707d",1,1,1,0,0,1,3.7,3.84,3.99,"BIO300",201810,4.4,664
"14887","4761",0,2,1,0,0,0,1.7,2.83,3.23,"MATH100",201910,4.22,1005
"14888","95d8",1,0,0,0,1,1,2,2.23,2,"BIO300",201803,2.91,749
"14889","04c9",1,0,0,0,0,1,3.3,3.33,3.69,"BIO300",201701,4.36,624
"14890","d4a7",1,0,1,0,1,1,3,3.11,3.23,"BIO300",201703,3.26,665
"14891","7bc8",0,0,0,0,0,0,2.7,3.68,3.28,"EVOL305",201801,4.14,233
"14892","b8bd",1,1,1,0,1,1,2.3,2.91,1.87,"MATH100",201710,3.41,935
"14893","748b",1,0,0,0,0,0,2.3,3.38,3.06,"MATH100",201710,4.04,935
"14894","91aa",1,0,1,0,0,0,2.3,2.83,3.64,"MATH100",201703,4,537
"14895","7bf8",1,2,0,0,0,0,4,3.82,3.81,"BIO300",201703,4.09,665
"14896","b48e",0,0,0,0,1,0,3.7,NA,3.5,"MATH100",201810,3.47,884
"14897","1a01",1,0,0,0,0,0,4,3.84,4,"MATH100",201910,4.3,1005
"14898","5f88",0,0,0,0,0,0,3,2.4,2.85,"MATH100",201901,3.59,575
"14899","2ba5",1,2,0,0,0,0,3,2.81,3.5,"BIO300",201703,3.19,665
"14900","319d",1,2,0,0,1,0,2.3,2.7,2.28,"MATH100",201801,3.47,539
"14901","769e",0,1,1,0,0,0,3,3.2,3.42,"MATH100",201903,3.42,456
"14902","88f9",0,2,0,1,0,0,4,3.73,4,"BIO300",201701,3.88,624
"14903","767b",0,1,1,0,0,1,1.7,2.53,2.74,"BIO300",201901,4.12,818
"14904","06ec",1,2,1,1,1,0,2.3,NA,1.82,"MATH100",201610,3.4,908
"14905","c28b",1,2,1,0,1,1,3.3,3.5,3.31,"BIO300",201901,3.51,818
"14906","155b",0,2,1,0,0,1,4,3.79,4,"EVOL305",201901,4.09,191
"14907","8cdf",1,2,0,0,1,0,2.7,2.8,3.27,"BIO300",201701,3.8,624
"14908","e777",0,0,0,0,0,0,2.3,3.3,2.3,"MATH100",201910,4.08,1005
"14909","4e60",0,2,1,0,0,1,3,2.74,3.7,"MATH100",201801,4.22,539
"14910","7687",1,2,1,0,0,0,3.3,3.32,2.91,"MATH100",201703,4.1,537
"14911","bb1c",1,2,0,0,0,1,4,2.92,4,"BIO300",201910,4.09,642
"14912","f4dd",0,2,0,0,0,0,2,2.78,3.08,"BIO300",201701,4.04,624
"14913","7a7e",1,0,1,0,1,1,3,3.59,3.3,"MATH100",201901,3.55,575
"14914","0585",1,1,0,0,1,0,3.7,2.36,4,"MATH100",201901,3.72,575
"14915","d483",0,1,0,0,0,0,2.7,3.1,2.81,"BIO300",201910,3.91,642
"14916","7ecc",1,2,0,0,0,0,4,3.1,3.85,"BIO300",201903,3.96,575
"14917","83a2",1,2,0,0,0,0,2.7,3.47,3.15,"MATH100",201910,4.08,1005
"14918","9f03",1,1,1,1,1,1,0.7,2.26,1.57,"BIO300",201910,3.06,642
"14919","31e2",1,2,1,0,0,0,2.7,2.61,2.24,"MATH100",201801,4.24,539
"14920","1f8d",0,0,0,0,0,0,4,3.4,3.38,"MATH100",201903,4.15,456
"14921","090d",1,0,0,0,1,0,3.7,3.23,4,"EVOL305",201901,3.49,191
"14922","aff4",1,1,1,0,0,1,3,2.82,3.49,"MATH100",201803,4,584
"14923","d5af",1,1,1,0,0,1,1,2.96,3.3,"BIO300",201810,4.36,664
"14924","33a7",0,2,1,1,0,0,2,2.99,3.84,"BIO300",201810,4,664
"14925","29ad",0,2,0,0,0,0,3.3,3.49,3.61,"MATH100",201710,4,935
"14926","0af1",1,1,1,0,0,1,3,2.96,3.15,"MATH100",201810,4.12,884
"14927","fe18",0,2,1,0,1,1,0,NA,1.65,"MATH100",201910,3.13,1005
"14928","b672",0,1,1,0,1,1,3,NA,2.84,"BIO300",201910,3.28,642
"14929","9eab",1,2,0,0,1,0,2.7,2.95,3.27,"BIO300",201901,3.31,818
"14930","14a8",0,0,0,0,1,0,4,3.48,3.14,"BIO300",201901,3.77,818
"14931","0f88",1,2,0,0,0,0,0,2.77,1.57,"MATH100",201710,4.02,935
"14932","f48b",0,1,1,0,0,1,1.7,2.56,3.04,"CHEM201",201610,4.36,155
"14933","2b03",1,0,0,0,0,0,4,3.87,4,"BIO300",201901,4.21,818
"14934","2033",1,2,0,0,0,0,4,3.86,4,"MATH100",201910,4.12,1005
"14935","cbb3",0,0,0,0,0,0,4,3.57,4,"EVOL305",201910,4.08,384
"14936","b713",0,0,0,0,0,0,1.3,2.56,1.96,"BIO300",201701,4.04,624
"14937","1c2d",1,1,1,0,0,0,2,3.19,3.76,"BIO300",201910,4.03,642
"14938","74eb",1,2,0,1,0,0,3,3.14,3.64,"BIO300",201703,3.8,665
"14939","9f3d",0,0,0,0,1,0,2.3,2.48,2.08,"EVOL305",201903,3.3,233
"14940","f402",0,2,0,1,0,0,4,3.56,2.93,"MATH100",201901,3.88,575
"14941","2a6d",1,2,1,0,1,1,1,NA,3,"BIO300",201910,2.93,642
"14942","8b8a",1,2,0,1,0,0,3.3,3.64,3.64,"EVOL305",201801,4.11,233
"14943","7165",1,2,0,1,1,0,1.7,NA,3.11,"MATH100",201910,3.56,1005
"14944","b9eb",0,2,1,0,0,1,4,3.46,2.99,"MATH100",201710,4.09,935
"14945","b27f",1,2,0,0,1,0,0.7,3.09,2.38,"BIO300",201710,3.88,599
"14946","ee1a",0,1,1,0,0,0,2,3.28,2.97,"EVOL305",201801,4.08,233
"14947","9e3c",1,2,0,0,1,0,3.3,NA,3.27,"MATH100",201910,3.58,1005
"14948","7bf0",1,2,0,0,0,0,4,4,3.81,"MATH100",201701,4.3,475
"14949","c388",1,1,1,0,0,0,3.7,3.18,3.83,"MATH100",201903,4.07,456
"14950","324b",1,1,1,0,0,1,2,2.91,3.99,"EVOL305",201910,4.33,384
"14951","b92c",1,1,1,0,0,1,3,2.63,3.56,"EVOL305",201810,3.92,321
"14952","0b09",1,2,0,0,1,1,2.7,2.35,2.64,"EVOL305",201901,3.06,191
"14953","a4df",1,0,0,0,0,0,3.7,3.16,3.56,"EVOL305",201703,4.04,193
"14954","8f6f",1,1,1,0,0,0,2,3.46,3.65,"MATH100",201901,3.95,575
"14955","1299",1,2,1,0,0,0,2.3,2.91,3.04,"BIO300",201710,4.11,599
"14956","51d5",1,2,0,0,0,0,2,3.02,3.18,"BIO300",201610,4.13,652
"14957","efde",1,0,1,0,1,0,2.7,NA,2.59,"MATH100",201810,3.84,884
"14958","e88a",1,1,0,0,1,1,2.3,3.09,2.85,"BIO300",201901,3.63,818
"14959","55ab",1,0,1,0,0,0,2.7,2.71,3.38,"MATH100",201903,4.21,456
"14960","cceb",0,2,1,0,1,1,1.7,3.23,2,"MATH100",201610,2.8,908
"14961","ff16",0,2,0,0,0,0,2.3,2.92,2.75,"BIO300",201703,4,665
"14962","7859",1,2,0,1,0,0,1.7,2.53,2.72,"CHEM201",201910,3.88,143
"14963","445f",1,2,0,0,1,0,2.3,2.15,1.58,"MATH100",201901,3.37,575
"14964","0420",0,2,1,0,0,0,2.7,2.5,2.33,"EVOL305",201910,3.81,384
"14965","5f43",1,2,1,0,0,1,4,3.73,4,"EVOL305",201901,4.25,191
"14966","f4f3",1,1,0,0,0,0,3.7,2.81,3.92,"BIO300",201710,4.1,599
"14967","d278",1,1,1,0,1,0,2.7,2.3,3.1,"EVOL305",201801,2.92,233
"14968","ddbe",1,0,0,0,0,0,3.3,3.21,3.3,"EVOL305",201901,4.22,191
"14969","37af",1,2,1,0,0,0,3,3.24,3,"BIO300",201810,3.95,664
"14970","db43",1,2,0,1,0,0,3,3.5,3.61,"BIO300",201701,4,624
"14971","1562",1,0,0,0,0,0,3.3,3.41,3.76,"BIO300",201803,4.03,749
"14972","e319",1,2,0,0,0,0,2.7,3.35,3.19,"MATH100",201803,4.19,584
"14973","46a9",1,1,1,0,0,0,3,2.72,3,"EVOL305",201910,3.9,384
"14974","195e",1,2,0,0,1,0,2.3,2.79,2.16,"MATH100",201810,3.37,884
